"GEO_ID","NAME","B05012_001E","B05012_001M","B05012_001MA","B05012_001EA","B05012_002E","B05012_002M","B05012_002MA","B05012_002EA","B05012_003E","B05012_003M","B05012_003MA","B05012_003EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Native","Margin of Error!!Total!!Native","Annotation of Margin of Error!!Total!!Native","Annotation of Estimate!!Total!!Native","Estimate!!Total!!Foreign-Born","Margin of Error!!Total!!Foreign-Born","Annotation of Margin of Error!!Total!!Foreign-Born","Annotation of Estimate!!Total!!Foreign-Born",
"0500000US08065","Lake County, Colorado","7481","*****","*****","null","6870","175","null","null","611","175","null","null",
"0500000US08067","La Plata County, Colorado","54469","*****","*****","null","52358","507","null","null","2111","507","null","null",
"0500000US08069","Larimer County, Colorado","330976","*****","*****","null","313184","1059","null","null","17792","1059","null","null",
"0500000US08071","Las Animas County, Colorado","14151","*****","*****","null","13459","146","null","null","692","146","null","null",
"0500000US08073","Lincoln County, Colorado","5520","*****","*****","null","5261","113","null","null","259","113","null","null",
"0500000US08075","Logan County, Colorado","21885","*****","*****","null","20994","269","null","null","891","269","null","null",
"0500000US08077","Mesa County, Colorado","148798","*****","*****","null","143347","531","null","null","5451","531","null","null",
"0500000US08079","Mineral County, Colorado","834","117","null","null","826","117","null","null","8","10","null","null",
"0500000US08081","Moffat County, Colorado","13056","*****","*****","null","12241","261","null","null","815","261","null","null",
"0500000US08083","Montezuma County, Colorado","25770","*****","*****","null","25116","274","null","null","654","274","null","null",
"0500000US08085","Montrose County, Colorado","40908","*****","*****","null","38153","436","null","null","2755","436","null","null",
"0500000US08087","Morgan County, Colorado","28123","*****","*****","null","24421","405","null","null","3702","405","null","null",
"0500000US08089","Otero County, Colorado","18325","*****","*****","null","17254","218","null","null","1071","218","null","null",
"0500000US08091","Ouray County, Colorado","4653","*****","*****","null","4551","48","null","null","102","48","null","null",
"0500000US08093","Park County, Colorado","16900","*****","*****","null","16280","218","null","null","620","218","null","null",
"0500000US08095","Phillips County, Colorado","4327","*****","*****","null","3880","129","null","null","447","129","null","null",
"0500000US08097","Pitkin County, Colorado","17747","*****","*****","null","15679","365","null","null","2068","365","null","null",
"0500000US08099","Prowers County, Colorado","12084","*****","*****","null","10881","234","null","null","1203","234","null","null",
"0500000US08101","Pueblo County, Colorado","163368","*****","*****","null","156993","649","null","null","6375","649","null","null",
"0500000US08103","Rio Blanco County, Colorado","6557","*****","*****","null","6332","108","null","null","225","108","null","null",
"0500000US08105","Rio Grande County, Colorado","11430","*****","*****","null","10678","266","null","null","752","266","null","null",
"0500000US08107","Routt County, Colorado","24359","*****","*****","null","22933","377","null","null","1426","377","null","null",
"0500000US08109","Saguache County, Colorado","6338","*****","*****","null","5580","155","null","null","758","155","null","null",
"0500000US08111","San Juan County, Colorado","569","83","null","null","564","84","null","null","5","7","null","null",
"0500000US08113","San Miguel County, Colorado","7804","*****","*****","null","7210","142","null","null","594","142","null","null",
"0500000US08115","Sedgwick County, Colorado","2357","*****","*****","null","2280","36","null","null","77","36","null","null",
"0500000US08117","Summit County, Colorado","29722","*****","*****","null","26679","603","null","null","3043","603","null","null",
"0500000US08119","Teller County, Colorado","23769","*****","*****","null","23063","200","null","null","706","200","null","null",
"0500000US08121","Washington County, Colorado","4809","*****","*****","null","4657","78","null","null","152","78","null","null",
"0500000US08123","Weld County, Colorado","285729","*****","*****","null","260638","1183","null","null","25091","1183","null","null",
"0500000US08125","Yuma County, Colorado","10109","*****","*****","null","9095","180","null","null","1014","180","null","null",
"0500000US09001","Fairfield County, Connecticut","947328","*****","*****","null","741344","3409","null","null","205984","3409","null","null",
"0500000US09003","Hartford County, Connecticut","897417","*****","*****","null","761111","3219","null","null","136306","3219","null","null",
"0500000US09005","Litchfield County, Connecticut","184454","*****","*****","null","170038","876","null","null","14416","876","null","null",
"0500000US09007","Middlesex County, Connecticut","164110","*****","*****","null","151454","789","null","null","12656","789","null","null",
"0500000US09009","New Haven County, Connecticut","862127","*****","*****","null","759099","2959","null","null","103028","2959","null","null",
"0500000US09011","New London County, Connecticut","270772","*****","*****","null","248278","1105","null","null","22494","1105","null","null",
"0500000US09013","Tolland County, Connecticut","151596","*****","*****","null","140871","712","null","null","10725","712","null","null",
"0500000US09015","Windham County, Connecticut","116674","*****","*****","null","110390","588","null","null","6284","588","null","null",
"0500000US10001","Kent County, Delaware","173145","*****","*****","null","162772","908","null","null","10373","908","null","null",
"0500000US10003","New Castle County, Delaware","555036","*****","*****","null","494942","1720","null","null","60094","1720","null","null",
"0500000US10005","Sussex County, Delaware","215551","*****","*****","null","199990","817","null","null","15561","817","null","null",
"0500000US11001","District of Columbia, District of Columbia","672391","*****","*****","null","577970","2316","null","null","94421","2316","null","null",
"0500000US12001","Alachua County, Florida","259865","*****","*****","null","233948","1285","null","null","25917","1285","null","null",
"0500000US12003","Baker County, Florida","27537","*****","*****","null","27160","126","null","null","377","126","null","null",
"0500000US12005","Bay County, Florida","180117","*****","*****","null","169807","1042","null","null","10310","1042","null","null",
"0500000US12007","Bradford County, Florida","26775","*****","*****","null","25967","224","null","null","808","224","null","null",
"0500000US12009","Brevard County, Florida","568183","*****","*****","null","519243","2197","null","null","48940","2197","null","null",
"0500000US12011","Broward County, Florida","1890416","*****","*****","null","1264960","6860","null","null","625456","6860","null","null",
"0500000US12013","Calhoun County, Florida","14458","*****","*****","null","13883","148","null","null","575","148","null","null",
"0500000US12015","Charlotte County, Florida","173236","*****","*****","null","155565","1135","null","null","17671","1135","null","null",
"0500000US12017","Citrus County, Florida","141373","*****","*****","null","133816","616","null","null","7557","616","null","null",
"0500000US12019","Clay County, Florida","203291","*****","*****","null","189283","1209","null","null","14008","1209","null","null",
"0500000US12021","Collier County, Florida","356774","*****","*****","null","270196","2368","null","null","86578","2368","null","null",
"0500000US12023","Columbia County, Florida","68484","*****","*****","null","66016","382","null","null","2468","382","null","null",
"0500000US12027","DeSoto County, Florida","35675","*****","*****","null","29419","439","null","null","6256","439","null","null",
"0500000US12029","Dixie County, Florida","16323","*****","*****","null","15877","157","null","null","446","157","null","null",
"0500000US12031","Duval County, Florida","912043","*****","*****","null","817808","3432","null","null","94235","3432","null","null",
"0500000US12033","Escambia County, Florida","309924","*****","*****","null","294944","867","null","null","14980","867","null","null",
"0500000US12035","Flagler County, Florida","105015","*****","*****","null","93402","894","null","null","11613","894","null","null",
